Country,Year,Manufacturer,EV_Sales_(USD),Charging_Stations,EV_Market_Share(%),Total_Vehicles_Sold,EV_Type,GDP_per_Capita,Govt_Incentives
USA,2023,Tesla,"$43,080 ",3329,6.79,76267,BEV,70914,YES
USA,2017,Tesla,,2131,29.92,,HEV,2420,No
China,2021,Tesla,"$47,940 ",350,23.21,92893,BEV,5987,no
UK,2024,Hyundai,,1496,22.37,,HEV,39180,Yes
Japan,2018,Hyundai,"$25,808 ",3488,2.86,116590,BEV,30681,yes
Germany,2023,Hyundai,"$8,823 ",1867,13.03,101177,PHEV,61832,Yes
France,2020,Volkswagen,"$25,747 ",514,23.86,118120,HEV,9484,Yes
Canada,2024,BYD,,3660,,,BEV,71459,
Canada,2016,BMW,"$42,519 ",2313,8.15,56838,PHEV,60432,No
USA,2024,BMW,"$7,400 ",2170,5.36,64885,PHEV,63293,yes
UK,2019,Hyundai,"$6,721 ",728,27.15,92908,HEV,54649,no
USA,2015,Nissan,,73,26.6,,HEV,49169,No
Norway,2018,Tesla,$872 ,4037,13.06,20770,BEV,51083,Yes
Germany,2024,Hyundai,"$24,355 ",2000,23.86,99444,BEV,6383,yes
UK,2021,Nissan,,,29.88,,PHEV,1715,no
Norway,2016,BMW,"$10,337 ",552,3.52,84865,BEV,27817,No
India,2022,Kia,,661,11.78,,PHEV,71278,Yes
China,2017,Kia,"$13,869 ",3094,,19913,BEV,66123,
India,2015,Tesla,"$10,788 ",812,8.87,29852,PHEV,76335,
India,2019,Ford,"$4,022 ",2067,26.14,19581,PHEV,14692,yes
China,2017,Nissan,,3622,1.52,,PHEV,17972,Yes
China,2020,Tesla,"$42,030 ",3014,3.29,110208,PHEV,2365,
Germany,2015,Ford,"$40,824 ",18,,91507,PHEV,59896,Yes
Norway,2022,Renault,"$34,303 ",4581,16.62,55403,HEV,18460,No
Japan,2018,Hyundai,"$24,487 ",4311,25.82,93985,PHEV,5840,YES
Netherlands,2020,Nissan,"$21,033 ",4080,11.7,27955,HEV,25919,No
Netherlands,2024,Hyundai,"$27,008 ",712,13.88,95442,BEV,25774,
India,2018,Tesla,"$3,322 ",4494,21.59,17374,HEV,,Yes
Germany,2020,Tesla,"$18,538 ",601,27.88,32807,HEV,69577,no
Norway,2020,Tesla,"$17,051 ",4389,7.82,90554,HEV,61614,yes
Germany,2024,Kia,"$45,467 ",,26.91,59998,PHEV,22370,YES
Norway,2021,Chevrolet,"$19,065 ",,,20897,BEV,47978,Yes
India,2022,Tesla,"$17,905 ",2003,17.38,77764,BEV,45630,No
Canada,2018,BMW,$788 ,1086,,35927,BEV,67610,YES
India,2021,Tesla,"$38,202 ",2969,10.75,102907,PHEV,70810,no
France,2019,Ford,"$28,698 ",192,15.59,88811,BEV,46760,No
India,2020,Hyundai,"$35,776 ",3836,12.63,110384,HEV,14348,
France,2016,Volkswagen,"$47,178 ",,29.03,48496,HEV,78354,No
Canada,2015,Tesla,"$26,511 ",2413,13.93,90939,PHEV,13516,YES
Japan,2015,Kia,"$33,996 ",1297,22.13,43748,PHEV,67911,Yes
Canada,2018,Nissan,"$15,470 ",2516,10.84,34008,HEV,13657,Yes
Norway,2019,Nissan,"$18,343 ",4716,6.55,82818,HEV,43180,No
Netherlands,2020,Nissan,"$19,040 ",3301,20.02,28951,PHEV,41254,No
India,2024,Kia,"$34,373 ",,29.46,37852,BEV,11112,Yes
UK,2023,Kia,"$44,539 ",4741,12.7,92348,BEV,33205,yes
Canada,2016,Renault,"$25,069 ",3340,,64859,HEV,35826,No
Japan,2022,Tesla,"$22,574 ",3331,,111265,PHEV,33401,
UK,2019,Ford,"$12,065 ",134,26.79,62991,BEV,12112,YES
india,2017,Hyundai,"$14,261 ",1841,,24146,BEV,2376,Yes
Japan,2017,Hyundai,"$6,439 ",999,18.1,14869,PHEV,27328,yes
Netherlands,2015,Tesla,"$11,651 ",2463,25.51,40315,BEV,7780,
USA,2021,Kia,"$3,831 ",4038,12.88,28596,BEV,64726,yes
Canada,2019,Chevrolet,"$37,543 ",1717,6.85,117634,PHEV,11004,No
India,2015,BMW,"$38,690 ",4436,27.83,39937,PHEV,21762,Yes
Canada,2019,Ford,"$46,866 ",2089,2.13,109835,HEV,30052,
Canada,2017,Renault,"$49,714 ",4233,21.75,119255,HEV,69858,
France,2018,Tesla,"$16,508 ",304,9.17,67542,HEV,34161,yes
Canada,2020,Volkswagen,"$3,239 ",3477,17.58,65553,PHEV,54626,yes
France,2019,Kia,"$13,694 ",4241,11.88,81631,PHEV,9086,Yes
Norway,2017,Volkswagen,"$34,173 ",539,26.68,82942,HEV,56878,yes
Germany,2018,Kia,"$17,456 ",653,,104447,HEV,45555,No
China,2016,Nissan,"$46,102 ",2495,29.38,106604,HEV,53545,yes
China,2022,Kia,"$44,034 ",,18.86,75280,HEV,29185,No
USA,2022,Nissan,"$29,795 ",1998,14.9,77437,BEV,10185,no
India,2020,BYD,"$20,343 ",1131,22.01,82952,PHEV,,yes
Norway,2022,Chevrolet,"$16,939 ",1766,14.97,113103,BEV,71272,yes
China,2022,Volkswagen,"$35,877 ",3919,23.48,101562,HEV,1794,no
Japan,2017,Volkswagen,"$18,445 ",1193,3.16,43252,HEV,11856,Yes
Norway,2016,Kia,"$7,295 ",4819,,39358,PHEV,61951,yes
Norway,2018,Chevrolet,"$38,760 ",,3.57,131965,HEV,27328,no
China,2024,Ford,"$38,267 ",3572,6.56,81522,BEV,37389,YES
China,2023,Renault,"$4,706 ",1048,22.85,26603,BEV,5370,
Netherlands,2016,Kia,"$24,545 ",3457,16.6,78129,PHEV,,no
Canada,2023,Hyundai,"$49,171 ",3758,,117948,BEV,31639,yes
Japan,2024,BMW,"$41,086 ",3540,23.61,114066,BEV,69551,yes
Netherlands,2023,Hyundai,"$15,403 ",3577,,86803,BEV,10676,no
France,2019,Chevrolet,"$4,734 ",4966,14.81,14260,BEV,73378,no
China,2021,Ford,"$35,126 ",1217,,118970,PHEV,63420,yes
Canada,2018,Ford,"$5,929 ",4449,9.86,45589,HEV,78313,YES
USA,2016,Kia,"$39,213 ",4366,24.11,102312,HEV,63848,Yes
Japan,2023,Ford,"$32,555 ",,24.22,38216,HEV,45802,no
USA,2024,Kia,"$19,282 ",37,9.4,98737,HEV,41068,No
Norway,2018,Renault,"$2,927 ",1635,20.9,62581,PHEV,37123,No
Germany,2015,Kia,"$47,321 ",3730,29.94,96875,PHEV,44034,YES
France,2022,Hyundai,"$22,120 ",98,18.08,69934,HEV,58465,Yes
Canada,2018,Tesla,"$47,473 ",4971,12.76,122896,HEV,79871,Yes
UK,2022,Volkswagen,"$6,677 ",256,11.78,68122,HEV,44056,Yes
France,2022,Ford,"$10,654 ",,4.25,45815,HEV,60251,No
Canada,2023,Volkswagen,"$18,907 ",4843,5.24,26546,BEV,3478,no
Norway,2017,BMW,"$8,429 ",4469,11.65,39403,HEV,,YES
China,2015,Nissan,"$44,683 ",236,26.03,102831,PHEV,,yes
India,2017,Renault,"$46,971 ",2261,11.55,80895,BEV,24382,YES
France,2015,Renault,"$27,149 ",4073,18.43,110829,BEV,75501,
Norway,2015,Chevrolet,"$23,291 ",1562,4.62,40928,BEV,25269,no
China,2024,Renault,"$18,453 ",3228,7.03,75488,PHEV,13405,YES
Germany,2023,Kia,"$28,312 ",4655,9.41,71079,PHEV,10973,no
Canada,2023,BMW,"$24,425 ",3673,7.45,100032,BEV,71624,Yes
USA,2016,Volkswagen,"$49,652 ",176,20.82,124491,HEV,12631,no
China,2015,Ford,"$1,625 ",2651,1.86,80955,PHEV,75398,
USA,2017,Tesla,"$36,379 ",1700,,53119,PHEV,,yes
Norway,2019,Tesla,"$48,362 ",3967,29.19,86576,HEV,64389,YES
Japan,2017,BMW,"$10,658 ",2818,19.75,79158,PHEV,63167,YES
USA,2019,BMW,"$17,706 ",1447,4.75,105801,PHEV,64829,Yes
UK,2022,Nissan,"$4,365 ",4304,,52304,PHEV,13965,
Canada,2016,Nissan,"$12,728 ",1474,12.36,26550,PHEV,31070,
France,2024,BMW,"$3,687 ",1175,17.04,44128,BEV,40884,Yes
Netherlands,2017,Volkswagen,"$26,567 ",1669,4.07,30629,BEV,53214,yes
Canada,2024,Hyundai,"$18,954 ",4267,7.02,115043,BEV,18428,yes
UK,2018,Ford,"$43,247 ",3545,13.66,78981,PHEV,77084,no
Japan,2020,Ford,"$21,853 ",2260,2.54,47570,HEV,26579,yes
UK,2022,Kia,"$27,230 ",2024,14.57,51333,PHEV,54077,YES
India,2015,Nissan,"$29,034 ",2745,15.49,80520,BEV,34435,yes
India,2019,Volkswagen,"$33,652 ",,,93604,BEV,20638,YES
Canada,2016,Ford,"$36,708 ",2758,12.56,64491,HEV,6403,
France,2022,Kia,"$24,338 ",4177,21.19,47952,PHEV,,YES
USA,2023,Tesla,"$10,557 ",110,25.59,82071,PHEV,11988,No
Norway,2016,Nissan,"$15,031 ",,11.39,93198,PHEV,78229,No
Canada,2020,Ford,,3177,17.98,,PHEV,25696,Yes
Norway,2024,Ford,"$12,129 ",3866,7.15,99462,HEV,34469,Yes
France,2021,Tesla,"$36,616 ",3678,21.73,109988,BEV,,Yes
Norway,2018,Chevrolet,"$46,572 ",30,9.58,82589,BEV,11705,Yes
China,2021,Hyundai,"$20,106 ",1192,12.44,56425,BEV,58254,
UK,2023,Renault,"$45,818 ",481,10.35,120888,BEV,,No
India,2020,Tesla,"$35,728 ",3746,21.59,64569,BEV,6334,No
France,2016,Volkswagen,"$12,781 ",2540,3.7,29810,PHEV,66550,YES
UK,2017,BYD,"$44,849 ",3324,17.03,121356,PHEV,,Yes
China,2017,Tesla,"$41,540 ",3089,26.91,90322,PHEV,16646,yes
USA,2015,Renault,"$25,855 ",1834,15.82,30719,PHEV,77197,No
India,2016,Renault,"$33,059 ",,,109917,PHEV,73246,YES
India,2023,Nissan,"$31,862 ",334,6.89,111736,HEV,56277,No
Norway,2023,Renault,,2021,3.08,,HEV,12325,YES
Netherlands,2019,Chevrolet,"$19,588 ",1204,7.91,97391,PHEV,16419,No
Germany,2023,Kia,"$25,980 ",4607,16.32,105946,BEV,64556,Yes
Norway,2024,Nissan,"$15,499 ",4326,27.02,101143,HEV,25055,No
Canada,2016,Hyundai,"$19,142 ",3872,23.49,33315,PHEV,,
India,2022,Renault,"$7,525 ",4367,11.48,69681,BEV,12326,No
Germany,2019,BMW,"$3,963 ",2597,,103099,BEV,15075,YES
Netherlands,2021,Tesla,"$29,209 ",2365,20.15,96642,PHEV,1605,Yes
Japan,2023,Renault,"$36,945 ",4557,20.68,70174,PHEV,31530,Yes
Canada,2021,Chevrolet,"$38,524 ",4040,29.17,77448,PHEV,39541,YES
Netherlands,2021,BMW,"$28,398 ",2704,12.25,32916,PHEV,31982,Yes
Netherlands,2016,BYD,"$7,275 ",494,25.91,55268,HEV,23765,no
China,2023,Chevrolet,"$31,302 ",,11.35,47770,PHEV,9174,Yes
China,2024,Kia,"$46,320 ",3648,3.45,51506,BEV,17722,YES
Germany,2022,BYD,"$43,121 ",4274,1.23,72391,HEV,49311,No
Netherlands,2024,Hyundai,"$41,629 ",4243,12.88,72722,BEV,57636,yes
UK,2018,Kia,"$3,110 ",2483,21.39,8914,PHEV,35058,Yes
Japan,2016,Volkswagen,,2045,25.38,,PHEV,60529,No
Canada,2016,Nissan,"$31,834 ",1698,19.02,72274,HEV,64118,
UK,2017,BMW,"$20,227 ",,1.18,52366,PHEV,69517,yes
Netherlands,2024,Chevrolet,"$13,285 ",2825,28.45,78927,HEV,52169,YES
Germany,2020,Ford,"$7,173 ",1752,6.01,53214,HEV,4534,No
Canada,2022,Volkswagen,"$15,185 ",2792,8.83,72495,HEV,2634,no
France,2022,Tesla,"$17,408 ",4936,1.44,92555,HEV,,
Norway,2020,Renault,"$4,364 ",1077,22.6,78171,PHEV,78364,no
UK,2022,BMW,"$47,400 ",4012,7.3,115770,HEV,55470,Yes
Canada,2021,Tesla,"$48,394 ",2363,10.31,126062,BEV,9203,YES
Norway,2018,BYD,"$10,822 ",3113,23.76,34069,HEV,18340,no
Germany,2022,BMW,"$20,742 ",4818,11.52,99373,PHEV,,YES
Canada,2022,Tesla,"$46,835 ",250,3.68,82558,BEV,76740,YES
USA,2024,Renault,"$5,491 ",4075,27.16,58446,BEV,45863,no
Germany,2020,Nissan,"$17,908 ",610,17.81,72754,PHEV,36794,No
USA,2017,Renault,"$24,731 ",1152,,26742,HEV,24427,
Canada,2018,Ford,"$38,892 ",,12.66,90744,PHEV,16229,Yes
France,2019,Hyundai,"$13,744 ",228,6.05,40046,BEV,24536,Yes
Japan,2021,Kia,,4623,8.17,,PHEV,6456,
USA,2021,BMW,"$37,789 ",,17.61,52888,BEV,42842,Yes
USA,2022,Ford,"$47,254 ",441,13.64,143862,BEV,75675,yes
Germany,2019,Kia,"$30,560 ",3917,7.71,87260,BEV,3539,Yes
India,2023,BYD,"$43,573 ",400,28.63,102397,BEV,13281,No
Japan,2018,Chevrolet,"$15,620 ",1764,29.9,93047,BEV,27111,yes
UK,2024,BMW,"$39,275 ",532,15.56,124447,PHEV,5837,No
Japan,2024,Ford,"$12,301 ",287,27.19,54217,PHEV,14065,yes
Netherlands,2019,Ford,,4524,22.41,,BEV,37388,YES
USA,2017,Nissan,"$11,131 ",949,21.18,60885,BEV,6094,no
USA,2017,Chevrolet,,,,,PHEV,10415,YES
China,2023,Ford Inc,"$49,346 ",3373,1.58,78294,HEV,47908,Yes
India,2019,BMW,"$23,615 ",1242,26.81,71698,PHEV,60417,no
China,2024,Hyundai,"$47,682 ",,10.49,52905,BEV,62852,No
Canada,2017,BYD Inc,"$35,452 ",,22.12,42983,PHEV,5666,Yes
Canada,2023,Chevrolet,"$24,281 ",3073,10.93,65304,HEV,5236,No
Germany,2017,Chevrolet,"$2,439 ",3866,3.6,84901,PHEV,31100,Yes
France,2020,BMW,"$1,860 ",3746,2.36,80390,HEV,25941,no
China,2024,Ford,,2965,2.35,,HEV,60347,
Norway,2018,Renault,"$11,593 ",267,6.35,102973,HEV,50823,Yes
China,2019,Ford,,,4.06,,PHEV,40768,no
Netherlands,2023,Chevrolet,"$20,522 ",244,19.3,90265,BEV,3400,Yes
USA,2020,Ford,"$10,109 ",4380,12.37,100519,PHEV,61598,Yes
Japan,2022,Kia,"$41,008 ",449,24.03,137087,HEV,67186,yes
Japan,2015,Volkswagen,"$32,889 ",43,1.78,53305,HEV,79655,YES
Germany,2016,Kia,"$8,144 ",1120,28.75,89096,HEV,54662,no
Germany,2022,Nissan,"$2,374 ",3049,,79339,PHEV,13213,YES
India,2021,Tesla,"$49,487 ",1266,1.64,66289,HEV,61646,yes
Netherlands,2018,Volkswagen,"$22,153 ",2721,9.77,66541,BEV,35600,yes
Netherlands,2020,Nissan,"$18,908 ",3356,22.92,63779,PHEV,48165,Yes
India,2015,BMW,"$31,747 ",4967,15.6,62242,HEV,72744,No
UK,2019,BYD,"$10,144 ",,29.98,87773,PHEV,12263,no
Germany,2015,Kia,$805 ,1394,10.1,19763,HEV,67408,YES
USA,2017,Chevrolet,"$41,628 ",1613,,60042,HEV,76462,no
USA,2022,Hyundai,,4452,13.34,,BEV,4667,No
UK,2022,Nissan,"$18,160 ",552,27.27,113308,PHEV,41499,Yes
USA,2015,Chevrolet,"$28,515 ",593,6.65,104189,PHEV,37241,no
Japan,2024,Volkswagen,"$1,698 ",,23.42,14811,BEV,39639,Yes
Japan,2015,Ford,"$20,187 ",2457,17.57,38861,PHEV,13413,Yes
India,2023,Hyundai,"$48,437 ",511,21.04,131743,PHEV,42371,
India,2023,BYD,,,2,,BEV,6213,No
UK,2024,BYD,"$37,136 ",1348,9.29,110309,HEV,50504,Yes
China,2023,Renault,"$5,464 ",3198,,40534,HEV,74285,Yes
China,2024,Hyundai,"$1,346 ",,14.7,91787,HEV,15876,No
Norway,2018,Kia,"$14,467 ",2534,,33729,PHEV,25054,
USA,2018,Renault,"$30,455 ",3819,22.11,86586,PHEV,28653,
UK,2016,Chevrolet,"$41,345 ",3840,,84363,HEV,61992,No
Netherlands,2018,Nissan,"$30,342 ",,28.47,128634,HEV,,No
Netherlands,2022,Ford,"$22,907 ",3611,23.68,33977,HEV,40025,yes
Netherlands,2019,Hyundai,,1021,9.36,,BEV,1797,Yes
Netherlands,2019,BYD,"$40,389 ",3694,4.43,54058,BEV,22085,yes
Germany,2020,Hyundai,"$29,287 ",518,13.52,80902,PHEV,78090,Yes
UK,2018,Volkswagen,"$38,139 ",4445,12.88,57084,PHEV,57964,No
Norway,2021,BYD,"$39,554 ",3182,17.22,50488,HEV,46530,No
UK,2022,Ford,"$11,050 ",4034,10,62192,BEV,68656,No
China,2016,BYD,"$30,589 ",4974,10,50493,HEV,30684,
France,2018,Tesla,"$1,464 ",,23.45,38035,HEV,70447,
UK,2015,Volkswagen,"$11,716 ",1418,15.29,91447,BEV,44938,YES
India,2018,Nissan,"$40,931 ",1627,27.82,82841,PHEV,23761,YES
Canada,2023,Tesla,"$25,492 ",1398,3.26,71939,PHEV,11786,YES
UK,2023,Renault,"$46,280 ",1756,19.36,143724,HEV,77587,yes
UK,2019,Chevrolet,,3988,29.41,,PHEV,51004,Yes
Japan,2020,BMW,"$31,813 ",1721,18.79,126571,BEV,49556,YES
UK,2023,Ford,"$27,106 ",246,11.64,58373,HEV,59369,Yes
Norway,2023,Kia,"$17,333 ",578,14.23,83643,PHEV,47729,yes
Norway,2019,Hyundai,"$11,018 ",4319,3.09,93456,BEV,26545,no
Japan,2015,Chevrolet,"$3,845 ",2495,7.51,14487,HEV,65533,no
India,2019,Kia,"$7,535 ",4240,26.76,32118,PHEV,23105,yes
USA,2021,BYD,"$16,630 ",,6.62,96981,BEV,25312,yes
UK,2015,Kia,"$12,744 ",1718,22.34,25462,PHEV,44997,yes
India,2018,Kia,"$31,928 ",4001,12.99,83137,BEV,48351,no
China,2022,BMW,"$41,501 ",4906,29.56,95186,PHEV,36386,No
USA,2015,Chevrolet,"$9,862 ",3708,15.14,83440,HEV,26286,
USA,2022,Renault,"$11,891 ",2433,9.24,94667,PHEV,20282,YES
Norway,2020,Hyundai,"$22,959 ",2057,16.41,84897,BEV,2722,yes
China,2022,Volkswagen,"$37,320 ",1661,9.98,72866,HEV,66030,
India,2015,Volkswagen,"$1,183 ",1289,,20577,PHEV,59559,yes
France,2017,Nissan,,2592,17.9,,BEV,62338,yes
Canada,2019,Kia,"$5,992 ",453,1.07,75794,BEV,,Yes
Canada,2017,Renault,"$6,409 ",4687,,47191,BEV,22863,yes
Japan,2019,BYD,"$44,555 ",4570,3.03,121147,HEV,1715,
China,2018,BYD,"$17,775 ",3817,7.9,70567,HEV,9894,No
India,2021,Nissan,"$19,217 ",2204,9.91,45176,PHEV,11515,YES
India,2022,Nissan,"$9,577 ",1601,25.26,64127,PHEV,76979,No
Japan,2024,Nissan,"$37,708 ",1793,23.99,45690,BEV,,
Canada,2016,Volkswagen,"$35,851 ",1739,18.56,127225,HEV,68966,no
Japan,2022,Tesla,"$40,328 ",401,27.6,131979,PHEV,75843,no
France,2017,Nissan,"$7,209 ",893,10.67,43396,PHEV,67935,YES
Norway,2019,Chevrolet,,,18.85,,PHEV,25188,YES
Canada,2023,Hyundai,"$14,745 ",,28.5,48031,PHEV,35303,no
Netherlands,2024,Volkswagen,"$21,637 ",99,18.22,101623,PHEV,70726,
Japan,2024,Chevrolet,,1664,2.88,,HEV,24937,YES
Japan,2024,Chevrolet,"$7,952 ",375,11.27,104673,BEV,11564,No
USA,2023,Nissan,"$48,010 ",528,24.86,52720,BEV,64564,no
Norway,2021,Nissan,"$39,895 ",280,8.67,134545,HEV,24074,yes
Canada,2023,BMW,"$21,698 ",1017,7.68,70766,HEV,17560,YES
Germany,2015,Tesla,"$43,781 ",1724,23.08,83719,BEV,36391,no
India,2017,BMW,"$29,231 ",2788,,55467,BEV,38133,no
India,2024,Volkswagen,"$11,879 ",4350,,83170,HEV,49731,YES
France,2023,Hyundai,"$42,366 ",3531,27.43,85179,BEV,67042,no
Norway,2024,Chevrolet,"$9,099 ",533,,97632,HEV,56902,no
China,2018,Nissan,"$36,318 ",2407,,77998,PHEV,60179,
Germany,2024,Nissan,"$34,577 ",4728,11.69,111346,HEV,11726,No
USA,2015,Chevrolet,"$27,268 ",765,10.38,73050,BEV,20958,Yes
china,2015,Chevrolet,"$26,703 ",4933,,96837,PHEV,14583,yes
UK,2019,BYD,"$48,137 ",639,22.83,94011,PHEV,41197,Yes
Germany,2024,Hyundai,"$9,596 ",2627,27.06,36214,BEV,10868,Yes
Germany,2023,Hyundai,"$22,382 ",4265,11.33,83846,HEV,30470,
Netherlands,2016,Kia Inc,"$44,946 ",2716,23.2,84134,BEV,34375,No
Netherlands,2022,Chevrolet,"$6,174 ",3435,11.11,96450,HEV,36162,YES
France,2020,BYD,"$11,551 ",4906,29.12,67992,HEV,62401,no
China,2022,Kia,,1501,13.8,,BEV,32518,Yes
France,2016,Kia,"$19,899 ",,3.18,48212,HEV,17110,yes
Canada,2023,Volkswagen,"$35,316 ",4215,28.46,64846,BEV,1893,Yes
Germany,2022,Nissan,"$46,311 ",4158,8.85,60924,PHEV,7087,no
Germany,2015,Hyundai,"$36,201 ",2291,26.35,66823,PHEV,42989,no
Germany,2022,Ford,"$45,241 ",4982,,66404,PHEV,,no
France,2017,BMW,"$6,601 ",1841,9.81,41147,HEV,4475,no
Canada,2021,BYD,"$5,223 ",3287,,80360,HEV,66317,No
USA,2019,Tesla,"$17,943 ",,4.66,81537,BEV,79271,yes
Norway,2021,Volkswagen,"$19,117 ",1662,10.82,99627,BEV,47492,
Netherlands,2023,Volkswagen,"$44,682 ",,20.83,117687,HEV,26040,no
China,2022,Volkswagen,"$43,973 ",3176,8.72,53720,HEV,21250,yes
France,2023,BMW,,365,3.9,,BEV,78737,No
Germany,2015,Chevrolet,"$42,482 ",,7.69,107719,PHEV,53362,Yes
USA,2020,Chevrolet,"$10,596 ",2046,17.76,95934,PHEV,48381,yes
Norway,2015,BMW,"$19,447 ",2961,2.92,102636,PHEV,40387,YES
USA,2024,Hyundai,"$22,531 ",937,4.41,28086,PHEV,47095,Yes
Netherlands,2019,Ford,"$1,542 ",4198,23.04,12775,PHEV,4088,YES
japan,2019,Volkswagen,"$2,146 ",4945,23.72,18599,PHEV,53233,No
Norway,2020,Tesla,"$35,015 ",758,4.28,101015,HEV,62993,yes
Canada,2023,Volkswagen,"$16,778 ",,7.49,95245,HEV,23188,YES
Germany,2016,BYD,$983 ,461,11.43,66257,HEV,14386,Yes
Norway,2020,Kia,"$7,707 ",4407,11.5,26864,BEV,,No
USA,2016,Hyundai,"$22,506 ",,13.29,107491,PHEV,42357,yes
China,2019,Kia,"$30,178 ",1813,27.87,92239,HEV,67930,YES
Netherlands,2021,Volkswagen,"$48,352 ",2431,3.01,68819,PHEV,25504,no
UK,2020,Renault,"$11,480 ",1854,19.94,96903,PHEV,23975,Yes
UK,2024,Kia,"$19,949 ",3651,12.07,39553,PHEV,61140,YES
France,2019,BMW,"$25,862 ",3377,6.94,77912,BEV,8697,No
Japan,2024,BMW,"$23,575 ",4513,20.62,53310,PHEV,32293,no
USA,2022,Chevrolet,"$4,449 ",2477,,13459,PHEV,41727,yes
Canada,2016,Kia,"$39,509 ",3032,8.34,107311,HEV,54448,YES
UK,2016,Chevrolet,"$4,477 ",3554,14.27,18217,PHEV,65745,yes
India,2021,Tesla,"$8,291 ",495,16.18,46732,BEV,1337,YES
Germany,2022,BYD,"$25,936 ",2013,20.12,78130,HEV,45388,yes
France,2024,Tesla,"$28,196 ",1529,,101221,PHEV,59045,no
France,2021,Hyundai,"$8,356 ",,1.59,84257,HEV,6664,no
USA,2017,Volkswagen,"$23,823 ",1889,2.51,92483,PHEV,32536,YES
Norway,2022,Volkswagen,"$5,491 ",4652,,103140,PHEV,29359,No
Canada,2016,Tesla,"$49,802 ",1669,25.88,123537,HEV,15133,YES
USA,2022,Tesla,"$29,071 ",2425,4.2,79812,BEV,22871,Yes
USA,2023,Hyundai,"$6,723 ",1205,25.08,88098,BEV,64196,No
Netherlands,2020,Kia,"$35,873 ",,21.96,78398,HEV,,YES
UK,2018,Chevrolet,"$16,698 ",,12.74,115870,HEV,19515,Yes
UK,2016,Nissan,"$41,277 ",2898,15.17,123590,BEV,33544,Yes
USA,2019,Chevrolet,"$19,251 ",3353,12.2,51377,BEV,20481,YES
Norway,2023,BMW,"$26,336 ",1343,8.38,50885,HEV,69872,No
Germany,2022,Ford,"$8,657 ",3094,29.84,47138,HEV,68967,yes
Netherlands,2015,Hyundai,"$34,284 ",651,5.69,68492,HEV,18522,YES
India,2020,Renault,"$47,902 ",924,9.42,96656,HEV,46102,no
Germany,2023,BYD,"$14,540 ",3431,4.62,101610,PHEV,35968,
France,2023,Hyundai,"$21,435 ",45,15.39,69311,PHEV,68482,Yes
USA,2018,BMW,"$37,224 ",4361,13.18,107085,BEV,9699,no
India,2018,Nissan,"$4,245 ",,4.08,36039,PHEV,,no
China,2018,Chevrolet,,4824,10.67,,PHEV,14489,YES
India,2020,Kia,"$46,616 ",2046,16.33,102912,PHEV,35512,Yes
USA,2022,Tesla,"$11,675 ",2368,17.8,13436,BEV,7458,yes
Norway,2024,Nissan,"$20,610 ",1553,20.83,83056,PHEV,29433,Yes
UK,2018,Nissan,,4027,,,PHEV,70980,No
Germany,2018,Tesla,"$3,464 ",1040,6.4,82811,BEV,76603,Yes
USA,2018,Hyundai,"$40,492 ",599,29.67,122154,BEV,,YES
USA,2019,Volkswagen,"$3,601 ",2424,2.32,39212,PHEV,62495,no
France,2024,Volkswagen,"$31,229 ",1948,18.7,48187,BEV,73619,yes
India,2021,Kia,"$22,256 ",1476,4.97,73784,PHEV,70260,
Japan,2015,Nissan,"$41,457 ",4428,18.29,134037,HEV,11334,No
Canada,2023,Volkswagen,"$33,820 ",,23.7,35609,PHEV,34941,yes
Norway,2023,Chevrolet,"$1,052 ",3432,,39031,PHEV,9823,Yes
Japan,2024,BMW,"$32,480 ",279,,34340,HEV,1290,no
USA,2022,Hyundai,"$42,917 ",639,14.11,141718,HEV,22016,yes
UK,2015,Tesla,"$4,580 ",4790,25.95,28884,HEV,78702,yes
Canada,2024,BMW,"$3,898 ",2333,5.84,64634,HEV,53996,yes
France,2019,Renault,"$11,107 ",3814,20.85,87459,HEV,21494,no
Canada,2015,Hyundai,"$21,737 ",13,26.15,93857,HEV,28156,yes
Netherlands,2016,BMW,,3801,27.77,,HEV,11190,YES
USA,2020,Chevrolet,"$5,835 ",1212,12.35,49176,PHEV,21557,Yes
China,2021,Hyundai,"$36,056 ",2831,15.52,128529,HEV,73257,yes
China,2015,Hyundai,"$21,075 ",4626,9.52,55199,PHEV,68229,No
Norway,2022,Chevrolet,"$3,090 ",1352,15.46,46132,HEV,52209,no
USA,2018,Volkswagen,"$3,404 ",3205,21.12,44109,BEV,19764,yes
Netherlands,2023,BMW,"$8,708 ",333,28.52,23479,PHEV,65206,YES
UK,2017,Chevrolet,"$46,112 ",1454,20.85,68048,HEV,18905,
Germany,2018,Nissan,"$3,598 ",,9.38,55937,HEV,11985,no
India,2018,Renault,"$8,783 ",4957,3.7,80081,PHEV,6054,YES
Japan,2016,Chevrolet,"$13,776 ",4902,3.76,31247,PHEV,71949,Yes
Norway,2024,Nissan,"$7,920 ",560,9.66,63245,HEV,27527,no
Canada,2024,BYD,"$43,750 ",3847,13.09,114118,HEV,69147,yes
USA,2023,Nissan,"$8,853 ",2002,14.33,50849,PHEV,77604,No
Canada,2020,Chevrolet,"$3,846 ",,29.2,9046,PHEV,48259,YES
Japan,2020,Kia,"$9,027 ",3107,5.02,27971,PHEV,41290,
France,2024,Volkswagen,"$46,441 ",,25.61,59879,HEV,65344,No
